annotation_id;annotator;classification1;classification2;classification3;classification4;created_at;id;lead_time;textlabel;updated_at
184;1;Есть;Внешнее;Ситуативное;Казахский;09.02.2026 16:34;186;131.877;?ап-?ара под цвет!;17.02.2026 19:20
185;1;Есть;Пограничное;Ситуативное;Русский;09.02.2026 16:35;187;6.018;Бесцельные двиги к?нде;17.02.2026 19:20
186;1;Есть;Пограничное;Ситуативное;Казахский;09.02.2026 16:35;188;8.766;Планка жо? ?о;17.02.2026 19:20
187;1;Нет;;;;09.02.2026 16:35;189;7.696;Хейтер  фак оф;09.02.2026 16:35
188;1;Есть;Пограничное;Ситуативное;Казахский;09.02.2026 16:35;190;8.022;ИК — почти Тупак ?о;17.02.2026 19:20
189;1;Есть;Пограничное;Ситуативное;Казахский;09.02.2026 16:36;191;99.917;?ойдым на кон  локация — балкон;17.02.2026 19:21
190;1;Есть;Внешнее;Ситуативное;Казахский;09.02.2026 16:36;192;57.031;Долбит мафон  май мен батон;17.02.2026 19:22
191;1;Есть;Внешнее;Ситуативное;Казахский;09.02.2026 16:36;193;11.125;Сегіз бала  б?л по полам;17.02.2026 19:22
192;1;Нет;;;Казахский;09.02.2026 16:36;194;28.309;Мені? ?алам Павлодарда;17.02.2026 19:22
193;1;Есть;Внешнее;Ситуативное;Казахский;09.02.2026 16:37;195;8.835;?зілдей берме  балам  улетишь на пятнадцать суток;17.02.2026 19:22
194;1;Есть;Внешнее;Ситуативное;Казахский;09.02.2026 16:37;196;13.415;Если т?сінбейді туыстар Звук громче  делай  чувствуй;17.02.2026 19:23
195;1;Есть;Пограничное;Ситуативное;Русский;09.02.2026 16:37;197;35.533;Вес где? Купим Тез-тез ;17.02.2026 19:23
196;1;Есть;Пограничное;Ситуативное;Казахский;09.02.2026 16:38;198;30.591;"?рбіреуі біледі бізді? движ побаще: ""?алаулым""";17.02.2026 19:23
197;1;Есть;Внутреннее;Ситуативное;Русский;09.02.2026 16:38;199;9.921;Мне нашептала пташка  что я крутой а?ашка;17.02.2026 19:23
198;1;Есть;Пограничное;Метафорическое;Русский;09.02.2026 16:38;200;10.934000000000001;Меня просят на махр  ведь пахну как Айдахар;17.02.2026 19:23
199;1;Есть;Пограничное;Ситуативное;Казахский;09.02.2026 16:38;201;8.469999999999999;Арталар не дейді? Б?рі ойыншы? бандит;17.02.2026 19:24
200;1;Есть;Внешнее;Ситуативное;Казахский;09.02.2026 16:38;202;22.788;На бит таки так сен ?ке?ді  а?а?ды  бала?ды;17.02.2026 19:24
201;1;Есть;Пограничное;Метафорическое;Казахский;09.02.2026 16:39;203;21.23;Чё там  сезінді? бе иісті?;17.02.2026 19:24
202;1;Есть;Пограничное;Ситуативное;Русский;09.02.2026 16:45;204;392.691;Ондайдан даже компьютеры виснут;17.02.2026 19:24
203;1;Есть;Внешнее;Ситуативное;Казахский;09.02.2026 16:45;205;10.858;Кто там? Ал т?сімді білмейсі?;17.02.2026 19:24
204;1;Есть;Пограничное;Ситуативное;Казахский;09.02.2026 16:45;206;14.501000000000001;Б?рін білет екен  белгісіз Мистер;17.02.2026 19:24
205;1;Есть;Внешнее;Ситуативное;Казахский;09.02.2026 16:45;207;21.843;На?ыз жігіт с Old Spice'ом — лучшая комбинация;17.02.2026 19:25
206;1;Есть;Внешнее;Ситуативное;Казахский;09.02.2026 16:47;208;70.876;Мен тым кеттім ары?тап  жо?  я не больной!;17.02.2026 19:25
207;1;Есть;Пограничное;Ситуативное;Русский;09.02.2026 16:47;209;5.321;В кармане пятка и 5к  то?та!;17.02.2026 19:25
208;1;Есть;Пограничное;Ситуативное;Русский;09.02.2026 16:47;210;47.366;Все злые  будто бы учились в Слизерин Тез  тез  тезірек;17.02.2026 19:25
209;1;Есть;Внутреннее;Ситуативное;Казахский;09.02.2026 16:48;211;6.094;Тікенектей тікелей эфиры?ды тек текелер к?реді;17.02.2026 19:25
210;1;Есть;Пограничное;Ситуативное;Русский;09.02.2026 16:48;212;5.933;Бізде чисто hustle;17.02.2026 19:25
211;1;Есть;Пограничное;Ситуативное;Казахский;09.02.2026 16:48;213;11.111;Б?л — ?аза?и пропаганда;17.02.2026 19:25
212;1;Есть;Пограничное;Метафорическое;Казахский;09.02.2026 16:48;214;10.893;Брат  то?та  енді кеттік б?рін таста;17.02.2026 19:25
213;1;Есть;Внешнее;Ситуативное;Казахский;09.02.2026 16:48;215;26.266;Каждая строчка — м?тел  ма?ал;17.02.2026 19:26
214;1;Есть;Пограничное;Метафорическое;Русский;09.02.2026 16:48;216;9.998999999999999;большинство из этого — харам  так что  промолчу;17.02.2026 19:26
215;1;Есть;Внешнее;Ситуативное;Казахский;09.02.2026 16:48;217;11.652000000000001; Ничё  нормально  ептеп  ш?кір  тфай-тфай;17.02.2026 19:27
216;1;Есть;Внутреннее;Ситуативное;Казахский;09.02.2026 16:49;218;22.529999999999998;Витаминдер та??ы;17.02.2026 19:27
217;1;Есть;Пограничное;Ситуативное;Русский;09.02.2026 16:49;219;37.226;Маган скинь фото;17.02.2026 19:27
218;1;Есть;Внутреннее;Ситуативное;Казахский;09.02.2026 16:49;220;38.23;Мен универге барамын  потом кафеге;17.02.2026 19:27
219;1;Есть;Пограничное;Ситуативное;Русский;09.02.2026 16:49;221;31.298;Это задание ?иын  не могу решить;17.02.2026 19:29
220;1;Есть;Пограничное;Ситуативное;Казахский;09.02.2026 16:50;222;63.151;новый рингтон кутты болсын;17.02.2026 19:29
221;1;Есть;Пограничное;Ситуативное;Казахский;09.02.2026 16:51;223;29.419000000000004;Казак  тілін тусінбеген емес. Профессионал екенін корсетіп тур;17.02.2026 19:29
222;1;Есть;Внешнее;Ситуативное;Казахский;09.02.2026 16:53;224;14.46;Щас бы после гостей озіміз отрып чай пить;17.02.2026 19:29
